Stir-Fried Black Rice with Fried Egg and Roasted Broccoli,,oil,eggs,salt,rice,miso,cilantro,avocado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snap Pea Salad with Coconut Gremolata,,oil,shallot,salt,coconut,chives,lime,mint,pepper,peas,sugar,pea,lime,fish,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaved Asparagus with Parmesan Vinaigrette,,asparagus,parmesan,lemon,oil,pepper,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mâche Salad with Crispy Shallots,,flour,pepper,salt,shallots,milk,oil,vinegar,wine,mustard,oil,arugula,mizuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Salad with Prosciutto Vinaigrette,,prosciutto,garlic,oil,lemon,vinegar,wine,honey,pepper,salt,beans,cucumber,avocado,celery,pear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocado with Radish and Carrot and Pickled Onion,,onion,onion,lemon,salt,garlic,parsley,mint,tarragon,oil,lemon,salt,avocados,carrot,oil,lemon,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pea Asparagus and Fava Bean Salad,,oil,pecorino,parmesan,lemon,pepper,salt,beans,asparagus,peas,oil,shallot,bacon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asparagus and Red Quinoa Salad,,quinoa,oil,lemon,asparagus,radishes,cilantro,walnuts,pepper,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soba Noodle Salad with Salmon and Asparagus,,oil,soy,vinegar,rice,honey,ginger,salt,pasta,oil,salmon,asparagus,spinach,avocado,sesame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Goddess Cobb Salad,,scallions,tarragon,chives,cilantro,parsley,oil,vinegar,wine,yogurt,avocado,pepper,salt,pork,chicken,lettuces,fennel,pea,onion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White Onion Fennel and Watercress Salad,,onion,fennel,fennel,watercress,vinegar,wine,pepper,salt,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asparagus Salad with Gruyère and Herbs,,asparagus,oil,lemon,cilantro,basil,herbs,mint,gruyere,pepper,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radish with Butter and Sea Salt and Radish Greens Salad,,radishes,salt,butter,mustard,vinegar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fennel and Celery Root Salad,,radicchio,celery,parsley,marjoram,pepper,salt,oil,lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zucchini-Lentil Fritters With Lemony Yogurt,,yogurt,yogurt,lemon,sugar,salt,lentils,zucchini,onion,salt,chile,pepper,powder,turmeric,parsley,lemon,ghee,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simple Khichari,,lentils,dal,rice,quinoa,ghee,coconut,oil,turmeric,curry,ginger,chile,daikon,cauliflower,fennel,salt,cilantro,oil,basil,pepper,lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lentil Burgers,,lentils,yogurt,lemon,lemon,cloves,garlic,salt,mushrooms,miso,paprika,oil,flour,pickles,sprouts,lettuce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quinoa Bowl with Lentils and Mustard Vinaigrette,,lentils,quinoa,salt,wine,vinegar,lemon,mustard,oil,pepper,celery,cabbage,celery,mint,gruyere,cheese,gouda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lemony Lentils and Rice With Caramelized Onions,,salt,raisins,lemon,onions,oil,sugar,lentils,rice,cinnamon,coriander,cumin,shallots,parsley,yogurt,pepper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Confetti Lentils,,oil,carrots,celery,onion,salt,lentils,lentils,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lentil Soup with Sausage and Mustard Greens,,oil,carrots,onion,fennel,cloves,garlic,salt,pepper,sausage,bay,lentils,pepper,broth,stock,chicken,greens,mustard,wine,vinegar,cream,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lentils with Cucumbers Chard and Poached Egg,,vinegar,eggs,chickpeas,lentils,scallions,dill,lemon,lemon,salt,pepper,cucumbers,za'atar,oil,chard,ribs,garlic,za'atar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lentil Croquettes with Watercress and Kefir,,kefir,kefir,honey,salt,watercress,caraway,coriander,watercress,broth,salt,caraway,scallions,chile,serrano,cloves,garlic,bread,ricotta,lentils,broth,onion,powder,paprika,salt,oil,molasses,watercress,pomegranate,,,,,,,,,,,,,,,,,,,,
Chicken Tinga Tostadas With Bacony Black Beans,,onion,garlic,cloves,chiles,adobo,tomatoes,chili,powder,chicken,salt,bacon,beans,tortillas,queso,cilantro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basically Black Bean Soup,,onion,carrot,garlic,cloves,oil,wine,vinegar,hot,chiles,adobo,beans,oregano,salt,limes,yogurt,hot,cilantro,avocado,onion,lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Classic Chickpea Hummus,,chickpeas,lemon,garlic,tahini,salt,pepper,cumin,oil,za'atar,sesame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White Bean and Chorizo Chili,,beans,water,garlic,onions,oil,chorizo,sausage,chili,powder,cumin,tomatoes,salt,pepper,cream,cheddar,cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kale Minestrone with Pistou,,oregano,rosemary,bay,oil,pancetta,onion,leek,carrots,celery,cloves,garlic,pepper,salt,tomato,tomatoes,parmesan,beans,pepper,potatoes,ribs,kale,cloves,garlic,basil,oil,parmesan,lemon,salt,,,,,,,,,,,,,,,,,,,,
Escarole with Cannellini Beans,,beans,onion,garlic,carrot,parsley,rosemary,sage,beans,pepper,salt,oil,cloves,garlic,bay,parsley,pepper,escarole,parmesan,pepper,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caramelized Leek and Fava Bean Toast,,leeks,leeks,oil,salt,rosemary,pepper,lemon,lemon,beans,peas,lemon,oil,pepper,salt,bread,garlic,pepper,chives,lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marinated Beans with Celery and Ricotta Salata,,beans,peas,celery,oil,wine,vinegar,thyme,salt,ricotta,pepper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garlic Shrimp and White Beans,,oil,cloves,garlic,chiles,bay,tomato,pepper,salt,tomato,beans,broth,chicken,shrimp,paprika,parsley,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White Bean and Spring Vegetable Stew,,beans,onion,celery,ribs,mushrooms,parsley,garlic,salt,oil,mint,radishes,asparagus,peas,bread,horseradish,lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stir-Fried Pork with Eggplant Chile and Runner Beans,,pork,cloves,garlic,fish,soy,sugar,oil,eggplant,beans,chile,butter,romaine,lettuce,cilantro,pepper,salt,lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roast Fish with Cannellini Beans and Green Olives,,oregano,beans,olives,salt,cod,shallots,chile,lemons,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smooth and Spicy Pinto Bean Soup,,oil,onion,cloves,garlic,cumin,fennel,broth,chicken,chiles,beans,pepper,salt,corn,yogurt,avocado,chips,chicken,radishes,onion,cotija,cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rice Salad with Fava Beans and Pistachios,,rice,salt,rice,lime,beans,dill,parsley,pistachios,oil,lemon,lemon,powder,lime,limes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weeknight Beans on Toast,,oil,hot,sausage,cloves,garlic,oregano,pepper,tomatoes,salt,spinach,beans,butter,bread,parmesan,pecorino,parsley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crispy Mushrooms With Creamy White Beans and Kale,,oil,mushrooms,mushrooms,salt,beans,lime,cloves,garlic,scallions,ribs,kale,cheese,feta,sesame,cilantro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brothy Heirloom Beans with Cream,,beans,broth,stock,chicken,thyme,pepper,salt,cream,salt,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homemade Refried Beans,,onion,pepper,cloves,garlic,beans,salt,pork,bacon,salt,lard,bacon,queso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clams in White Bean Sauce,,beans,oil,pepper,salt,fennel,cloves,garlic,rosemary,lemon,parsley,clams,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
One-Skillet Shrimp and Cannellini Beans in Tomato-Chile Broth,,oil,beans,shallots,chiles,cloves,garlic,pepper,salt,tomatoes,shrimp,wine,sherry,vinegar,olives,basil,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken Chorizo Chili,,oil,chorizo,turkey,chicken,onion,cloves,garlic,pepper,salt,water,lager,powder,chili,oregano,cinnamon,bay,tomatoes,broth,chicken,tomato,beans,avocado,cream,cilantro,cheddar,,,,,,,,,,,,,,,,,,,,,,,
Mixed Bean Salad with Tomato Vinaigrette,,tomatoes,plum,onion,chiles,serrano,cilantro,lime,salt,beans,beans,cranberry,beans,oil,chia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black Bean Soup with Roasted Poblano Chiles,,chiles,pumpkin,chile,oil,onion,cloves,garlic,tomatoes,broth,chicken,salt,beans,queso,feta,lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cannellini Beans with Spinach,,beans,cloves,garlic,sage,oil,salt,pepper,spinach,lemon,lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fava Bean Bruschetta with Chicory and Red Onion,,oil,onion,cloves,garlic,rosemary,pepper,beans,salt,lemon,onion,endive,radicchio,bread,pepper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexican Beef Soup with Beans and Bacon,,tomatillos,chiles,serrano,cloves,garlic,broth,stock,beef,cilantro,beans,bacon,chiles,oil,onion,onions,steak,pepper,salt,tortillas,corn,radishes,avocado,onion,,,,,,,,,,,,,,,,,,,,,,,,,
Shelled Bean and Swiss Chard Panzanella,,beans,beans,cranberry,celery,carrots,leek,shallots,cloves,garlic,bay,thyme,salt,bread,oil,salt,chile,garlic,apple,cider,vinegar,chard,shallot,,,,,,,,,,,,,,,,,,,,,,,,,,
Chilaquiles with Blistered Tomatillo Salsa and Eggs,,oil,tomatillos,jalapenos,onion,lime,pepper,salt,eggs,beans,chips,corn,yogurt,ricotta,hot,cilantro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blood Orange and Mixed Bean Salad with Sprouts,,chile,hot,oil,lime,wine,sherry,vinegar,pepper,salt,beans,peas,oranges,celery,radish,sprouts,cilantro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken Stew with Cannellini Beans and Dried Cherries,,oil,chicken,onion,powder,chili,sambal,fish,pepper,salt,beans,cherries,parsley,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spicy Beans and Wilted Greens,,oil,oil,anchovy,pepper,chiles,cloves,garlic,onion,celery,rosemary,pepper,salt,parmesan,beans,chickpeas,mustard,kale,greens,ribs,spinach,arugula,watercress,lemon,,,,,,,,,,,,,,,,,,,,,,,,,
Bean and Grain Stew with Garlic and Chiles,,onion,beans,cranberry,salt,berries,barley,bread,oil,chile,rice,vinegar,cloves,garlic,mushrooms,ribs,kale,wine,vinegar,pepper,lemon,chives,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schmaltz-Refried Pinto Beans,,bacon,onion,cloves,garlic,pepper,chile,cumin,beans,pepper,salt,schmaltz,apple,cider,vinegar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brothy Beans,,water,beans,chickpeas,onion,carrots,celery,pepper,salt,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Butter Bean Ragout,,butter,beans,salt,oil,parsley,cloves,garlic,onion,fennel,celery,celery,bay,kale,panko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinto Bean and Ham Torta,,oil,scallions,garlic,beans,lime,pepper,salt,romaine,cilantro,avocado,bread,cotija,cheese,ham,chips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pressure-Cooker Gigante Beans in Tomato Sauce,,oil,onion,cloves,garlic,pepper,wine,beans,bay,salt,tomatoes,oregano,feta,lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baked Beans with Slab Bacon and Breadcrumbs,,beans,onions,parmesan,cloves,garlic,bay,salt,bacon,shallot,thyme,pepper,wine,breadcrumbs,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beans and Sausage,,beans,pepper,chile,oil,onion,salt,beans,cranberry,bacon,cloves,garlic,chorizo,apple,cider,vinegar,oil,garlic,cabbage,salt,peppers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White Chili,,chicken,pepper,salt,oil,onion,chile,cloves,garlic,oregano,cumin,broth,chicken,beans,bay,lime,lime,cream,cilantro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiced Fava Bean Soup with Rice and Tomato,,onions,cloves,garlic,oil,pepper,salt,cumin,coriander,allspice,tomatoes,broth,chicken,beans,rice,yogurt,pistachios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squash and Bean Minestrone,,ham,beans,oil,onion,leeks,celery,cloves,garlic,pepper,salt,squash,beans,broth,chicken,pasta,parsley,spinach,salsa,arugula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black-Eyed Pea Salad,,peas,pepper,pepper,scallions,garlic,oil,wine,vinegar,apple,cider,vinegar,parsley,salt,pepper,bacon,broth,chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italian Vegetable Stew,,bread,ribs,greens,ribs,kale,salt,oil,carrots,celery,leek,cloves,garlic,pepper,tomatoes,broth,beans,thyme,marjoram,oregano,bay,pepper,parmesan,,,,,,,,,,,,,,,,,,,,,,,,,,
Pan-Roasted Halibut with Herbed Corona Beans,,beans,shallot,bay,salt,oil,anchovy,garlic,parsley,capers,lemon,lemon,oil,pepper,halibut,butter,lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kale and White Bean Soup,,oil,onion,garlic,chorizo,ribs,kale,beans,broth,chicken,pepper,salt,parsley,lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White Bean Salad with Pomegranate and Parsley,,beans,pomegranate,lemon,oil,scallions,greens,parsley,salt,pepper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pot o’ Beans,,lard,oil,onion,jalapeno,epazote,beans,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chorizo and White Bean Stew,,oil,chorizo,sausage,onion,cloves,garlic,thyme,beans,broth,chicken,pepper,salt,spinach,paprika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coconut Rice and Peas,,beans,butter,shallot,oregano,thyme,cloves,garlic,pepper,salt,milk,coconut,rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stewed Cannellini Beans with Chiles and Thyme,,beans,onion,fennel,carrot,garlic,thyme,pepper,chiles,oil,pepper,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smoky Tangy Greens and Beans,,butter,breadcrumbs,salt,oil,bacon,onion,cloves,garlic,pepper,pepper,broth,stock,pork,chicken,apple,cider,vinegar,sugar,hot,greens,beans,peas,,,,,,,,,,,,,,,,,,,,,,,,,,
Black-Eyed Pea Stew with Fried Bread and Salsa Verde,,oil,hot,sausage,cloves,garlic,onions,celery,ribs,pepper,pepper,salt,ribs,kale,peas,parmesan,lemon,parsley,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slow-Cooked Pork Shoulder with Braised White Beans,,pork,pork,salt,bay,sage,oil,garlic,juniper,berries,peppercorns,wine,wine,vinegar,beans,tomato,garlic,sage,beans,oil,salt,spinach,salt,oil,cloves,garlic,salt,,,,,,,,,,,,,,,,,,,,,,
Warm Cauliflower and Herbed Barley Salad,,barley,salt,lemon,lemon,mayonnaise,mustard,oil,pepper,cauliflower,butter,beans,parsley,tarragon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marinated Mixed Beans,,shallot,wine,vinegar,chives,cilantro,mint,parsley,herbs,oil,beans,peas,chickpeas,pepper,gochugaru,hot,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Borlotti Beans with Garlic and Olive Oil,,beans,tomatoes,plum,cloves,garlic,sage,oil,pepper,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minestrone Soup with Acorn Squash,,oil,pastrami,onion,sambal,squash,pepper,salt,tomatoes,basil,butter,beans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White Bean Ragout with Toast,,onions,pepper,oil,pepper,salt,cloves,garlic,tomato,bread,parmesan,beans,broth,tomatoes,parsley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bacon-Simmered Pinto Beans,,beans,oil,bacon,onion,cloves,garlic,jalapenos,salt,cotija,cheese,cilantro,onions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pantry Pasta With Vegan Cream Sauce,,oil,walnuts,pepper,cloves,garlic,rosemary,beans,pasta,rigatoni,salt,lemon,parsley,pepper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chickpea Salad with Lemon Parmesan and Fresh Herbs,,chickpeas,basil,parsley,lemon,oil,garlic,cheese,parmesan,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brothy Beans With Kimchi and Squash,,squash,onion,cloves,garlic,ginger,kimchi,cabbage,pepper,gochujang,hot,broth,stock,chicken,salt,butter,beans,scallions,egg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pine Nut and White Bean Dip,,nuts,pine,oil,garlic,beans,salt,pepper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herbed Green Beans with Feta,,beans,oil,mint,dill,lemon,lemon,feta,pepper,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Beans with Salumi Vinaigrette,,soppressata,chorizo,vinegar,wine,paprika,lemon,lemon,coriander,oil,salt,garlic,beans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slow-Roasted Green Beans with Sage,,beans,scallions,cloves,garlic,oil,sage,rosemary,thyme,salt,pepper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charred Green Beans with Harissa and Almonds,,pepper,chiles,jalapenos,cloves,garlic,salt,oil,lemon,coriander,cumin,pepper,beans,almonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Beans with Miso Butter,,beans,butter,miso,oil,salt,pepper,shallot,garlic,sake,broth,sesame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lemon-Roasted Green Beans with Marcona Almonds,,oil,beans,onion,marjoram,oil,salt,lemon,lemon,almonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garlicky Runner Beans,,oil,cloves,garlic,beans,pepper,salt,pepper,lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slow-Cooked Green Beans with Salt Pork,,pork,salt,beans,pepper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Bean and Tomato Salad with Buttermilk Dressing,,buttermilk,lemon,garlic,powder,onion,powder,oil,salt,pepper,beans,leeks,tomatoes,tomato,mint,chives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Beans with Benne and Sorghum,,beans,salt,oil,pepper,soy,syrup,honey,sesame,cumin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snap Peas and Green Beans with Arugula-Mint Pesto,,almonds,garlic,arugula,parmesan,mint,oil,salt,pepper,peas,sugar,beans,lemon,lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spicy Pickled Green Beans and Fennel,,beans,salt,fennel,lemon,chiles,pepper,vinegar,rice,sugar,peppercorns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat Birria Tacos With Cucumber Pico de Gallo,,lamb,salt,onion,garlic,cloves,chiles,chile,chiles,ginger,cloves,tomatoes,peppercorns,oregano,cumin,cucumbers,onion,lime,basil,salt,chiles,tortillas,corn,,,,,,,,,,,,,,,,,,,,,,,,,,
Duck Carnitas Tacos With Radish Escabèche,,duck,duck,salt,lard,chiles,bay,cinnamon,cloves,achiote,peppercorns,oregano,orange,garlic,lime,honey,salt,radishes,onion,mint,tarragon,chiles,flour,tortillas,,,,,,,,,,,,,,,,,,,,,,,,,
Beet Tostadas With Fried Eggs,,beets,garlic,cloves,chile,powder,oregano,paprika,cumin,pepper,salt,oil,onion,chiles,serrano,sage,tortillas,corn,eggs,salsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grilled Fish Tacos,,garlic,cloves,orange,oregano,onion,cilantro,oil,lime,bass,pepper,salt,mayonnaise,milk,tortillas,corn,avocados,cabbage,salsa,lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pork Volcánes al Pastor,,pork,chiles,chiles,garlic,cloves,orange,lime,achiote,salt,tortillas,corn,oil,queso,achiote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taco Norteños with Bacon-Fat Flour Tortillas,,tortillas,bacon,oil,milk,powder,salt,flour,steak,pepper,salt,oil,onions,garlic,cloves,jalapenos,chiles,serrano,tomatoes,cilantro,jack,lime,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shrimp Tacos with Pineapple,,onion,lime,sugar,salt,pineapple,oil,shrimp,sriracha,pepper,tortillas,corn,avocado,jalapeno,cilantro,lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brussels Sprout Tacos with Spicy Peanut Butter,,fish,rice,vinegar,scallions,ginger,salt,pepper,peanuts,salt,sprouts,oil,tortillas,corn,onion,serrano,lime,cilantro,chiles,avocado,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perfect Fish Tacos,,fish,fish,snapper,flour,rice,flour,salt,soda,oil,tortillas,corn,jicama,jalapenos,cabbage,chile,hot,cilantro,avocado,lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honey-Chipotle Shrimp Tacos,,chiles,adobo,honey,shrimp,salt,mayonnaise,garlic,cabbage,cilantro,onion,lime,tortillas,corn,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chorizo–Sweet Potato Breakfast Tacos,,lime,cream,lime,oil,chorizo,sausages,potato,chili,powder,pepper,pepper,salt,eggs,butter,flour,tortillas,salsa,rice,onions,cilantro,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potato-Bacon Breakfast Tacos with Monterey Jack,,bacon,potato,pepper,salt,flour,tortillas,eggs,butter,jack,cheddar,avocado,hot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tacos al Pastor,,chiles,chiles,pork,garlic,cloves,vinegar,sugar,achiote,salt,pineapple,onion,chiles,mint,lime,tortillas,corn,lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bacon-y Carnitas Tacos,,bacon,pork,salt,tomatoes,garlic,cloves,onion,cilantro,chiles,adobo,limes,honey,syrup,agave,tortillas,corn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vegetarian Chorizo Tacos with Masa Queso,,adobo,chiles,chiles,cloves,cumin,oregano,oil,onion,garlic,cloves,vinegar,cider,apple,sugar,salt,chorizo,oil,mushrooms,rice,salt,queso,butter,onion,garlic,milk,cream,tortillas,gruyere,salt,oil,tortillas,onions,cilantro,mushrooms,lime,,,,,,,,,,,,,
Grilled Kielbasa Tacos,,onion,peppers,scallions,oil,pepper,salt,lime,sausage,flour,corn,tortillas,cilantro,hot,lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shrimp Tostadas with Herbed Mojo de Ajo Slaw,,shrimp,chiles,garlic,lime,orange,oil,salt,pepper,shrimp,tortillas,corn,oil,garlic,cloves,chile,lime,orange,sugar,coriander,cumin,pepper,salt,cabbage,mint,parsley,oregano,chives,,,,,,,,,,,,,,,,,,,,,
Arctic Char Tostadas,,fish,rice,vinegar,scallions,ginger,salt,SKP,lemon,ricotta,cheese,salt,salmon,oil,tortillas,serrano,lime,cilantro,chiles,capers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pickled Beef Tostadas with Tomatillo Salsa,,salsa,tomatillos,chile,serrano,avocado,salt,brisket,beef,pepper,salt,chile,chile,serrano,lemon,lemon,lime,lime,fish,cabbage,onion,tortillas,avocado,cilantro,,,,,,,,,,,,,,,,,,,,,,,,,
The Tostada That Wants to Be a Memela,,beans,onion,garlic,cloves,oregano,epazote,bay,salt,avocado,oil,tortillas,corn,lard,pork,bacon,queso,salsa,chile,chiles,oil,onion,garlic,cloves,salt,oregano,chorizo,oil,chorizo,salt,eggs,,,,,,,,,,,,,,,,,,
Hanger Steak with Charred Scallion Sauce,,walnuts,garlic,oil,steak,pepper,salt,pepper,scallions,wine,vinegar,sherry,pickles,capers,mustard,thyme,sugar,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shrimp Scampi,,garlic,cloves,salt,oil,shrimp,pepper,wine,lemon,butter,parsley,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweet-and-Sour Pork Tenderloin,,pork,pepper,salt,onions,lettuce,fennel,butter,oil,honey,pepper,wine,vinegar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expertly Spiced and Glazed Roast Turkey,,turkey,turkey,peppercorns,peppercorns,salt,garlic,powder,onion,powder,sugar,paprika,rosemary,bay,herbs,sage,garlic,cloves,orange,soy,sugar,wine,vinegar,sherry,oil,,,,,,,,,,,,,,,,,,,,,,,,
Tangy Brisket With Fennel and Herbs,,beef,brisket,salt,pepper,oil,onion,fennel,celery,garlic,oregano,thyme,marjoram,vinegar,worcestershire,soy,mint,herbs,parsley,lemon,pepper,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herbed Baked Brie,,brie,rosemary,thyme,oil,walnuts,crackers,pear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pimiento Cheese Crackers,,cheddar,flour,salt,pepper,peppers,butter,sesame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low-and-Slow Rib Roast,,beef,pepper,salt,anchovy,rosemary,garlic,cloves,oil,parsley,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seared Radicchio and Roasted Beets,,beets,oil,salt,radicchio,pomegranate,wine,vinegar,pomegranate,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slow Roast Beef,,roast,pepper,salt,garlic,cloves,rosemary,oil,yogurt,cream,horseradish,lemon,pickles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
